PurchaseId,Buyer,Vendor,Unit,Order Date,Order Number,Description,Amount,Delivery Date,Note,Cheshbonit Vendor,Chesbonit Delivery,InputDate,Payed By,new_date,new_date1,apt
a9ec2e0d,holdings.office1@gmail.com,fb4521e2,2031,3/21/2024,0641944,חשבון חשמל, ₪494.41,3/21/2024,שולם בשם הדייר הוא ביצע העברה,Purchases_Files_/a9ec2e0d.Cheshbonit Vendor.093110.41.pdf,,,,,2024-03,U095
8957391a,yuri@emmaleh.com,b3269088,1848,3/21/2024,,"WM Side Door , Moving (Hovala)"," ₪1,051.00",,,Purchases_Files_/8957391a.Cheshbonit Vendor.073236.pdf,,,,,2024-03,U061
7b4cf874,holdings.office1@gmail.com,0596564a,0926,3/26/2024,0-152918,חשבון גז, ₪52.83,3/26/2024,18.1-19.3,Purchases_Files_/7b4cf874.Cheshbonit Vendor.114837.83.pdf,,,,,2024-03,
c1f1873a,holdings.office1@gmail.com,0596564a,1841,3/26/2024,0255083,חשבון גז, ₪113.30,3/26/2024,18.1-19.3,Purchases_Files_/c1f1873a.Cheshbonit Vendor.114952.30.pdf,,,,,2024-03,U061
211e503a,holdings.office1@gmail.com,0596564a,0443,3/26/2024,0469288,חשבון גז, ₪58.42,3/26/2024,18.1-19.3,Purchases_Files_/211e503a.Cheshbonit Vendor.115748.42.pdf,,,,,2024-03,
d1819d22,holdings.office1@gmail.com,0596564a,0413,3/26/2024,0548560,חשבון גז, ₪58.42,3/26/2024,18.1-19.3,Purchases_Files_/d1819d22.Cheshbonit Vendor.115854.42.pdf,,,,,2024-03,
180dadde,holdings.office1@gmail.com,0596564a,0953,3/26/2024,0637199,חשבון גז, ₪88.27,3/26/2024,18.1-19.3,Purchases_Files_/180dadde.Cheshbonit Vendor.120302.27.pdf,,,,,2024-03,
57519436,holdings.office1@gmail.com,0596564a,0416,3/26/2024,0983171,חשבון גז, ₪56.03,3/26/2024,18.1-19.3,Purchases_Files_/57519436.Cheshbonit Vendor.120406.03.pdf,,,,,2024-03,
870be67c,holdings.office1@gmail.com,0596564a,2614,3/26/2024,0102798,חשבון גז, ₪99.82,3/26/2024,18.1-19.3,Purchases_Files_/870be67c.Cheshbonit Vendor.120531.82.pdf,,,,,2024-03,U097
c6ce7026,holdings.office1@gmail.com,0596564a,1405,3/26/2024,0196964,חשבון גז, ₪180.54,3/26/2024,18.1-19.3,Purchases_Files_/c6ce7026.Cheshbonit Vendor.120637.54.pdf,,,,,2024-03,U052
dc89afd5,holdings.office1@gmail.com,0596564a,2626,3/26/2024,0527150,חשבון גז, ₪329.22,3/26/2024,18.1-19.3,Purchases_Files_/dc89afd5.Cheshbonit Vendor.120739.22.pdf,,,,,2024-03,U097
aa9fe6a3,holdings.office1@gmail.com,0596564a,1909,3/26/2024,0600619,חשבון גז, ₪58.42,3/26/2024,18.1-19.3,Purchases_Files_/aa9fe6a3.Cheshbonit Vendor.120847.42.pdf,,,,,2024-03,U094
9187fb0b,holdings.office1@gmail.com,0596564a,0424,3/26/2024,0718684,חשבון גז, ₪224.04,3/26/2024,18.1-19.3,Purchases_Files_/9187fb0b.Cheshbonit Vendor.121010.04.pdf,,,,,2024-03,
337db9a7,holdings.office1@gmail.com,0596564a,435,3/26/2024,0778860,חשבון גז, ₪150.51,2/26/2024,18.1-19.3,Purchases_Files_/337db9a7.Cheshbonit Vendor.121120.51.pdf,,,,,2024-03,U102
39d32bb8,holdings.office1@gmail.com,0596564a,2642,3/26/2024,0942706,חשבון גז, ₪104.63,3/26/2024,18.1-19.3,Purchases_Files_/39d32bb8.Cheshbonit Vendor.121216.63.pdf,,,,,2024-03,U097
24cc6e2a,yuri@emmaleh.com,b3269088,2023,4/17/2024,,"Regualr Fridge , Electric Burners , Moving (Hovala)"," ₪1,408.00",,,Purchases_Files_/24cc6e2a.Cheshbonit Vendor.071208.pdf,,,,,2024-04,U095
a6e8aacf,yuri@emmaleh.com,b3269090,186dafa2a,4/25/2024,,OFFICE RENT," ₪2,425.41",,,Purchases_Files_/a6e8aacf.Cheshbonit Vendor.112922.pdf,,,,,2024-04,U094
a9c79ab5,yuri@emmaleh.com,5d50e1a6,1834,4/24/2024,,"Misc , Carpet"," ₪2,132.00",,Together with misc and carpet for U201,Purchases_Files_/a9c79ab5.Cheshbonit Vendor.102013.pdf,,,,,2024-04,U052
e51e3068,yuri@emmaleh.com,5d50e1a6,0939,5/25/2024,,"Misc , Dining table , Chairs for dining table", ₪730.00,,,Purchases_Files_/e51e3068.Cheshbonit Vendor.102132.pdf,,,,,2024-05,
f6f0f2c3,holdings.office1@gmail.com,fb4521e2,3008,4/4/2024,0-295170,חשבון חשמל, ₪628.06,4/4/2024,תשלום עבור בדיקת מתקן,Purchases_Files_/f6f0f2c3.Cheshbonit Vendor.060302.06.pdf,,,,,2024-04,U102
c18faa0f,holdings.office1@gmail.com,fb4521e2,1824,4/10/2024,0-647222,חשבון חשמל, ₪37.12,4/10/2024,12.1-5.4,Purchases_Files_/c18faa0f.Cheshbonit Vendor.060357.12.pdf,,,,,2024-04,U052
ae27c738,holdings.office1@gmail.com,fb4521e2,1706,4/10/2024,0-768788,חשבון חשמל, ₪15.62,4/10/2024,18.3-5.4,Purchases_Files_/ae27c738.Cheshbonit Vendor.060507.62.pdf,,,,,2024-04,U052
f68242ce,holdings.office1@gmail.com,0596564a,2060,4/11/2024,40320,חשבון גז, ₪39.31,4/11/2024,2-3/24,Purchases_Files_/f68242ce.Cheshbonit Vendor.060609.31.pdf,,,,,2024-04,U097
ccb27b28,holdings.office1@gmail.com,0596564a,2047,4/11/2024,40397,חשבון גז, ₪192.97,4/11/2024,2-3/24,Purchases_Files_/ccb27b28.Cheshbonit Vendor.060735.97.pdf,,,,,2024-04,U095
a5f1a608,holdings.office1@gmail.com,0596564a,2031,4/11/2024,40415,חשבון גז, ₪64.92,4/11/2024,2-3/24,Purchases_Files_/a5f1a608.Cheshbonit Vendor.060830.92.pdf,,,,,2024-04,U095
0a398f19,holdings.office1@gmail.com,0596564a,2038,4/11/2024,40477,חשבון גז, ₪39.31,4/11/2024,2-3/24,Purchases_Files_/0a398f19.Cheshbonit Vendor.060934.31 2-3.pdf,,,,,2024-04,U095
3e6e1e82,holdings.office1@gmail.com,0596564a,3225,4/11/2024,40488,חשבון גז, ₪39.31,4/11/2024,2-3/24,Purchases_Files_/3e6e1e82.Cheshbonit Vendor.061026.31 2-3.pdf,,,,,2024-04,U102
00dda687,holdings.office1@gmail.com,0596564a,3220,4/11/2024,40497,חשבון גז, ₪39.31,4/11/2024,2-3/24,Purchases_Files_/00dda687.Cheshbonit Vendor.061116.31.pdf,,,,,2024-04,U102
3728b0a1,holdings.office1@gmail.com,0596564a,3205,4/11/2024,40501,חשבון גז, ₪39.31,4/11/2024,2-3/24,Purchases_Files_/3728b0a1.Cheshbonit Vendor.061202.31 2-3.pdf,,,,,2024-04,U102
7e29c13c,holdings.office1@gmail.com,0596564a,3204,4/11/2024,40518,חשבון גז, ₪39.31,4/11/2024,2-3/24,Purchases_Files_/7e29c13c.Cheshbonit Vendor.061253.31 2-3.pdf,,,,,2024-04,U102
5cb17068,holdings.office1@gmail.com,fb4521e2,1304,4/11/2024,0-038984,חשבון חשמל, ₪224.92,4/11/2024,שולם לבקשת יורי חשמל כניסה בן גוריון 16,Purchases_Files_/5cb17068.Cheshbonit Vendor.061447.92.pdf,,,,,2024-04,
15608801,holdings.office1@gmail.com,fb4521e2,3204,4/16/2024,0-325084,חשבון חשמל, ₪66.82,4/16/2024,1.3-9.4,Purchases_Files_/15608801.Cheshbonit Vendor.061732.82.pdf,,,,,2024-04,U102
3ae68be0,holdings.office1@gmail.com,9a38660a,3220,4/16/2024,0-650556,ארנונה, ₪365.80,4/16/2024,3-4/24,Purchases_Files_/3ae68be0.Cheshbonit Vendor.061830.80.pdf,,,,,2024-04,U102
66d6206b,holdings.office1@gmail.com,9a38660a,2702,4/16/2024,0-849703,ארנונה, ₪699.00,4/16/2024,3-4/24,Purchases_Files_/66d6206b.Cheshbonit Vendor.062901.pdf,,,,,2024-04,U097
fd62a802,holdings.office1@gmail.com,9a38660a,3010,4/16/2024,0-622571,ארנונה," ₪6,780.44",4/16/2024,3-4/24,Purchases_Files_/fd62a802.Cheshbonit Vendor.063004.44.pdf,,,,,2024-04,U102
f2086448,holdings.office1@gmail.com,9a38660a,1f59ee08d,5/1/2024,14092219,ארנונה," ₪13,112.85",5/1/2024,3-4/24,Purchases_Files_/f2086448.Cheshbonit Vendor.063347.85.pdf,,,,,2024-05,U095
07672fc0,holdings.office1@gmail.com,9a38660a,1824,5/1/2024,14093219,ארנונה, ₪212.80,5/1/2024,3-4/24,Purchases_Files_/07672fc0.Cheshbonit Vendor.063446.80.pdf,,,,,2024-05,U052
89255128,holdings.office1@gmail.com,9a38660a,1816,5/5/2024,0-194951,ארנונה, ₪44.90,5/5/2024,1.3-8.4 לבקשת יורי שולם בשם הדיירת,Purchases_Files_/89255128.Cheshbonit Vendor.063547.90.pdf,,,,,2024-05,U052
0b960d9c,yuri@emmaleh.com,b3269090,186dafa2a,5/5/2024,,OFFICE RENT," ₪2,705.15",,,Purchases_Files_/0b960d9c.Cheshbonit Vendor.083855.pdf,,,,,2024-05,U094
4ead2d82,yuri@emmaleh.com,b3269088,2023,4/17/2024,,"Moving (Hovala) , Electric Burners , Regualr Fridge"," ₪1,408.00",,,Purchases_Files_/4ead2d82.Cheshbonit Vendor.090257.pdf,,,,,2024-04,U095
14ed0619,yuri@emmaleh.com,b3269088,1859,5/2/2024,,Gas burners, ₪399.00,,,Purchases_Files_/14ed0619.Cheshbonit Vendor.090410.pdf,,,,,2024-05,U094
87678372,yuri@emmaleh.com,b3269088,1859,5/8/2024,,"WM Side Door , Moving (Hovala)"," ₪1,109.00",,,Purchases_Files_/87678372.Cheshbonit Vendor.071154.pdf,,,,,2024-05,U094
ba57d8fe,yuri@emmaleh.com,b3269088,3228,5/15/2024,,"WM Side Door , Moving (Hovala)"," ₪1,109.00",,,Purchases_Files_/ba57d8fe.Cheshbonit Vendor.071220.pdf,,,,,2024-05,U102
e76f3f31,yuri@emmaleh.com,b3269088,0454,5/20/2024,,"Regualr Fridge , Moving (Hovala) , Microwave"," ₪2,440.00",,,Purchases_Files_/e76f3f31.Cheshbonit Vendor.071134.pdf,,,,,2024-05,
635d8703,yuri@emmaleh.com,f5e5f165,3205,5/20/2024,,Lights, ₪356.00,,,Purchases_Files_/635d8703.Cheshbonit Vendor.082915.pdf,,,,,2024-05,U102
caf72589,yuri@emmaleh.com,6ffe01d6,3221,5/21/2024,,"Moving (Hovala) , Big Couch , Bed + Mattress"," ₪4,650.00",,,Purchases_Files_/caf72589.Cheshbonit Vendor.061101.pdf,,,,,2024-05,U102
7a9584fe,yuri@emmaleh.com,6ffe01d6,1715,5/21/2024,,"Moving (Hovala) , Bed + Mattress", ₪975.00,,,Purchases_Files_/7a9584fe.Cheshbonit Vendor.061221.pdf,,,,,2024-05,U052
475c6981,yuri@emmaleh.com,6ffe01d6,3204,5/21/2024,,"Moving (Hovala) , Bed + Mattress", ₪520.00,,,Purchases_Files_/475c6981.Cheshbonit Vendor.061304.pdf,,,,,2024-05,U102
bb18d167,yuri@emmaleh.com,b3269088,0413,5/22/2024,,"Moving (Hovala) , Big Fridge"," ₪2,621.00",,,Purchases_Files_/bb18d167.Cheshbonit Vendor.071258.pdf,,,,,2024-05,
f2daebda,holdings.office1@gmail.com,fb4521e2,1922,5/8/2024,0-461780,חשבון חשמל, ₪31.44,5/8/2024,18.3-23.4,Purchases_Files_/f2daebda.Cheshbonit Vendor.074926.44.pdf,,,,,2024-05,U095
4c6b4763,holdings.office1@gmail.com,fb4521e2,3225,5/9/2024,0-374744,חשבון חשמל, ₪52.51,5/9/2024,8.3-7.5,Purchases_Files_/4c6b4763.Cheshbonit Vendor.075017.51.pdf,,,,,2024-05,U102
be5888dc,holdings.office1@gmail.com,fb4521e2,3008,5/9/2024,0-425991,חשבון חשמל," ₪1,404.63",5/9/2024,2.1-17.3 הדיירת תעביר את היתרה לחשבון של השקעות,Purchases_Files_/be5888dc.Cheshbonit Vendor.075346.63.pdf,,,,,2024-05,U102
e15db976,holdings.office1@gmail.com,fb4521e2,2013,5/16/2024,0-111898,חשבון חשמל, ₪206.31,5/16/2024,שולם לבקשת יורי הדייר נעלם  18.3-13.5,Purchases_Files_/e15db976.Cheshbonit Vendor.082602.31.pdf,,,,,2024-05,U095
a267bf45,holdings.office1@gmail.com,fb4521e2,2614,5/16/2024,0-173971,חשבון חשמל, ₪203.59,5/16/2024,שולם לבקשת יורי   19.3-13.5,Purchases_Files_/a267bf45.Cheshbonit Vendor.082702.59.pdf,,,,,2024-05,U097
0a97e251,holdings.office1@gmail.com,fb4521e2,2023,5/16/2024,0-352831,חשבון חשמל, ₪245.63,5/16/2024,18.3-13.5,Purchases_Files_/0a97e251.Cheshbonit Vendor.082811.63.pdf,,,,,2024-05,U095
56d9ce8a,holdings.office1@gmail.com,fb4521e2,3217,5/16/2024,0-594481,חשבון חשמל, ₪666.91,5/16/2024,19.3-13.5,Purchases_Files_/56d9ce8a.Cheshbonit Vendor.082909.91.pdf,,,,,2024-05,U102
62319537,holdings.office1@gmail.com,fb4521e2,2011,5/16/2024,0682450,חשבון חשמל, ₪51.25,5/16/2024,18.3-13.5,Purchases_Files_/62319537.Cheshbonit Vendor.083039.25.pdf,,,,,2024-05,U095
009c35a7,holdings.office1@gmail.com,fb4521e2,3228,5/16/2024,0873075,חשבון חשמל, ₪92.36,5/16/2024,19.3-13.5,Purchases_Files_/009c35a7.Cheshbonit Vendor.083218.36.pdf,,,,,2024-05,U102
4cf728df,holdings.office1@gmail.com,fb4521e2,3220,5/16/2024,0491233,חשבון חשמל, ₪92.98,5/16/2024,19.3-13.5,Purchases_Files_/4cf728df.Cheshbonit Vendor.083717.98.pdf,,,,,2024-05,U102
273092af,holdings.office1@gmail.com,fb4521e2,1909,5/16/2024,0678516,חשבון חשמל, ₪129.93,5/16/2024,18.3-13.5,Purchases_Files_/273092af.Cheshbonit Vendor.083907.93.pdf,,,,,2024-05,U094
ded02936,holdings.office1@gmail.com,fb4521e2,0926,5/16/2024,0792341,חשבון חשמל, ₪56.24,5/16/2024,20.3-13.5,Purchases_Files_/ded02936.Cheshbonit Vendor.084014.24.pdf,,,,,2024-05,
5acbc421,holdings.office1@gmail.com,fb4521e2,3221,5/16/2024,0888479,חשבון חשמל, ₪140.42,5/16/2024,20.3-13.5,Purchases_Files_/5acbc421.Cheshbonit Vendor.084110.42.pdf,,,,,2024-05,U102
43c3ae1d,holdings.office1@gmail.com,fb4521e2,1722,5/16/2024,0045682,חשבון חשמל, ₪57.13,5/16/2024,0045682,Purchases_Files_/43c3ae1d.Cheshbonit Vendor.084227.13.pdf,,,,,2024-05,U052
1060946c,holdings.office1@gmail.com,fb4521e2,1834,5/16/2024,0172692,חשבון חשמל, ₪95.71,5/16/2024,18.3-13.5,Purchases_Files_/1060946c.Cheshbonit Vendor.084418.71.pdf,,,,,2024-05,U052
be00766e,holdings.office1@gmail.com,fb4521e2,1912,5/16/2024,0441204,חשבון חשמל, ₪137.49,5/16/2024,18.3-13.5,Purchases_Files_/be00766e.Cheshbonit Vendor.084633.49.pdf,,,,,2024-05,U095
068593dd,holdings.office1@gmail.com,fb4521e2,1715,5/16/2024,0509653,חשבון חשמל, ₪63.61,5/16/2024,27.3-13.5,Purchases_Files_/068593dd.Cheshbonit Vendor.084924.61.pdf,,,,,2024-05,U052
be4efde2,holdings.office1@gmail.com,fb4521e2,1729,5/16/2024,0628867,חשבון חשמל, ₪88.82,5/16/2024,18.3-13.5,Purchases_Files_/be4efde2.Cheshbonit Vendor.085044.82.pdf,,,,,2024-05,U052
6057ce74,holdings.office1@gmail.com,fb4521e2,1723,5/16/2024,0747444,חשבון חשמל, ₪264.69,5/16/2024,18.3-13.5,Purchases_Files_/6057ce74.Cheshbonit Vendor.085200.69.pdf,,,,,2024-05,U052
4cbf8e0d,holdings.office1@gmail.com,fb4521e2,3013,5/26/2024,0-562868,חשבון חשמל," ₪2,043.55",5/26/2024,2.1-15.5,Purchases_Files_/4cbf8e0d.Cheshbonit Vendor.085333.55.pdf,,,,,2024-05,U102
93a5e512,holdings.office1@gmail.com,0596564a,0413,5/27/2024,0892406,חשבון גז, ₪57.47,5/27/2024,20.3-19.5,Purchases_Files_/93a5e512.Cheshbonit Vendor.052945.47.pdf,,,,,2024-05,
ddb1c596,holdings.office1@gmail.com,0596564a,2626,5/27/2024,0089524,חשבון גז, ₪254.38,5/27/2024,20.3-19.5,Purchases_Files_/ddb1c596.Cheshbonit Vendor.053059.38.pdf,,,,,2024-05,U097
b1bf2430,holdings.office1@gmail.com,0596564a,1909,5/27/2024,0145599,חשבון גז, ₪57.47,5/27/2024,20.3-19.5,Purchases_Files_/b1bf2430.Cheshbonit Vendor.053208.47.pdf,,,,,2024-05,U094
4d3ec24b,holdings.office1@gmail.com,0596564a,0953,5/27/2024,0219808,חשבון גז, ₪82.03,5/27/2024,20.3-19.5,Purchases_Files_/4d3ec24b.Cheshbonit Vendor.053307.03.pdf,,,,,2024-05,
a86f8e1e,holdings.office1@gmail.com,0596564a,0926,5/27/2024,0360966,חשבון גז, ₪52.03,5/27/2024,20.3-19.5,Purchases_Files_/a86f8e1e.Cheshbonit Vendor.053526.03.pdf,,,,,2024-05,
e9420159,holdings.office1@gmail.com,0596564a,2614,5/27/2024,0412171,חשבון גז, ₪118.13,5/27/2024,20.3-19.5,Purchases_Files_/e9420159.Cheshbonit Vendor.053632.13.pdf,,,,,2024-05,U097
aba95ad5,holdings.office1@gmail.com,0596564a,0416,5/27/2024,0820852,חשבון גז, ₪55.13,5/27/2024,20.3-19.5,Purchases_Files_/aba95ad5.Cheshbonit Vendor.053731.13.pdf,,,,,2024-05,
47822fe1,holdings.office1@gmail.com,0596564a,0443,5/27/2024,0882241,חשבון גז, ₪57.47,5/27/2024,20.3-19.5,Purchases_Files_/47822fe1.Cheshbonit Vendor.053826.47.pdf,,,,,2024-05,
7757502e,holdings.office1@gmail.com,0596564a,1405,5/27/2024,0940627,חשבון גז, ₪191.44,5/27/2024,20.3-19.5,Purchases_Files_/7757502e.Cheshbonit Vendor.053931.44.pdf,,,,,2024-05,U052
085cdbcf,holdings.office1@gmail.com,0596564a,1841,5/27/2024,0999516,חשבון גז, ₪137.38,5/27/2024,20.3-19.5,Purchases_Files_/085cdbcf.Cheshbonit Vendor.054027.38.pdf,,,,,2024-05,U061
367a51c2,holdings.office1@gmail.com,0596564a,2642,5/27/2024,0043315,חשבון גז, ₪101.29,5/27/2024,20.3-19.5,Purchases_Files_/367a51c2.Cheshbonit Vendor.054124.29.pdf,,,,,2024-05,U097
1ccd0f9d,holdings.office1@gmail.com,0596564a,435,5/27/2024,0116541,חשבון גז, ₪109.12,5/27/2024,20.3-19.5,Purchases_Files_/1ccd0f9d.Cheshbonit Vendor.054228.12.pdf,,,,,2024-05,U102
c4abd796,holdings.office1@gmail.com,fb4521e2,2120,5/27/2024,0919241,חשבון חשמל, ₪241.86,5/27/2024,18.3-15.5,Purchases_Files_/c4abd796.Cheshbonit Vendor.054637.86.pdf,,,,,2024-05,U097
8336cafc,holdings.office1@gmail.com,fb4521e2,3004,5/27/2024,0009670,חשבון חשמל, ₪50.75,5/27/2024,18.3-15.5,Purchases_Files_/8336cafc.Cheshbonit Vendor.055042.75.pdf,,,,,2024-05,U102
fadbbf72,holdings.office1@gmail.com,fb4521e2,2130,5/27/2024,0240291,חשבון חשמל, ₪90.70,5/27/2024,18.3-15.5,Purchases_Files_/fadbbf72.Cheshbonit Vendor.055254.70.pdf,,,,,2024-05,U097
70ea7923,holdings.office1@gmail.com,fb4521e2,3008,5/27/2024,0717074,חשבון חשמל, ₪391.95,5/27/2024,18.3-15.5,Purchases_Files_/70ea7923.Cheshbonit Vendor.055748.95.pdf,,,,,2024-05,U102
727cbc93,yuri@emmaleh.com,b3269090,186dafa2a,6/9/2024,,OFFICE RENT," ₪2,488.70",,,Purchases_Files_/727cbc93.Cheshbonit Vendor.082006.pdf,,,,,2024-06,U094
b83d4939,yuri@emmaleh.com,c0c9775e,145A,6/4/2024,,Misc, ₪499.00,,,Purchases_Files_/b83d4939.Cheshbonit Vendor.082351.pdf,,,,,2024-06,U052
8b0fb4b5,yuri@emmaleh.com,f5e5f165,3208,6/14/2024,,"Electric Burners , Microwave", ₪839.00,,299nis Belongs to U201,Purchases_Files_/8b0fb4b5.Cheshbonit Vendor.063322.pdf,,,,,2024-06,U102
3b24ce94,yuri@emmaleh.com,aedfc39c,186dafa2a,6/19/2024,,Misc, ₪292.00,,כרטיסי ביקור ליורי,Purchases_Files_/3b24ce94.Cheshbonit Vendor.061445.pdf,,,,,2024-06,U094
a5ae8c3a,yuri@emmaleh.com,b3269088,0413,5/17/2024,,Electric Burners, ₪479.00,,,Purchases_Images/a5ae8c3a.Cheshbonit Vendor.083009.jpg,,,,,2024-05,
be2e06dd,yuri@emmaleh.com,b3269088,0413,5/23/2024,,"Moving (Hovala) , Regualr Fridge"," ₪2,090.00",,,Purchases_Files_/be2e06dd.Cheshbonit Vendor.045853.pdf,,,,,2024-05,
72ec30ed,holdings.office1@gmail.com,fc46cf6f,2702,5/29/2024,0-793190,חשבון מים, ₪435.67,5/29/2024,2-3/24,Purchases_Files_/72ec30ed.Cheshbonit Vendor.121822.67.pdf,,,,,2024-05,U097
d7486bce,holdings.office1@gmail.com,0596564a,1859,5/29/2024,0-925297,חשבון גז, ₪330.00,5/29/2024,תשלום עבור התקנת כיריים,Purchases_Files_/d7486bce.Cheshbonit Vendor.121924.pdf,,,,,2024-05,U094
3a19e2be,holdings.office1@gmail.com,0596564a,1824,5/29/2024,0-060871,חשבון גז, ₪95.50,5/29/2024,18.1-19.3,Purchases_Files_/3a19e2be.Cheshbonit Vendor.122139.5.pdf,,,,,2024-05,U052
c9f91826,holdings.office1@gmail.com,0596564a,1706,5/29/2024,6157004,חשבון גז, ₪58.26,5/29/2024,2-3/24,Purchases_Files_/c9f91826.Cheshbonit Vendor.122306.26.pdf,,,,,2024-05,U052
e444a66e,holdings.office1@gmail.com,fb4521e2,1815,6/4/2024,0-139410,חשבון חשמל, ₪448.07,6/4/2024,שולם בשם הדייר לבקשת יורי,Purchases_Files_/e444a66e.Cheshbonit Vendor.122419.07.pdf,,,,,2024-06,U052
a311e869,holdings.office1@gmail.com,fc46cf6f,1f59ee08d,6/5/2024,828228,חשבון מים," ₪3,938.38",6/5/2024,2-3/24,Purchases_Files_/a311e869.Cheshbonit Vendor.122524.38.pdf,,,,,2024-06,U095
a466296e,holdings.office1@gmail.com,fc46cf6f,3010,6/5/2024,899427,חשבון מים," ₪1,929.07",6/5/2024,2-3/24,Purchases_Files_/a466296e.Cheshbonit Vendor.122933.07.pdf,,,,,2024-06,U102
838db3ba,holdings.office1@gmail.com,fc46cf6f,3220,6/5/2024,966887,חשבון מים, ₪60.71,6/5/2024,203 +204 מים 2-3/24,Purchases_Files_/838db3ba.Cheshbonit Vendor.123222.71.pdf,,,,,2024-06,U102
03b589a0,holdings.office1@gmail.com,fc46cf6f,1825,6/6/2024,52160,חשבון מים, ₪22.96,6/6/2024,2-3/24,Purchases_Files_/03b589a0.Cheshbonit Vendor.123318.96.pdf,,,,,2024-06,U052
43e13d68,holdings.office1@gmail.com,0596564a,2013,6/9/2024,522223,חשבון גז, ₪37.51,6/9/2024,2-3/24,Purchases_Files_/43e13d68.Cheshbonit Vendor.123432.51.pdf,,,,,2024-06,U095
1c8d3b28,holdings.office1@gmail.com,fb4521e2,1308,6/10/2024,0-212688,חשבון חשמל, ₪376.22,6/10/2024,שולם לבקשת יורי חשמל כניסה בן גוריון 16,Purchases_Files_/1c8d3b28.Cheshbonit Vendor.123749.22.pdf,,,,,2024-06,
ab7cf575,holdings.office1@gmail.com,fb4521e2,2805,6/17/2024,0-780791,חשבון חשמל," ₪1,588.65",6/17/2024,22.2-15.5 שולם לבקשת יורי,Purchases_Files_/ab7cf575.Cheshbonit Vendor.123916.65.pdf,,,,,2024-06,U102
9eb8ea3a,holdings.office1@gmail.com,0596564a,1706,6/19/2024,0-266775,חשבון גז, ₪57.17,6/19/2024,3-4/24,Purchases_Files_/9eb8ea3a.Cheshbonit Vendor.124030.17.pdf,,,,,2024-06,U052
13f658fc,holdings.office1@gmail.com,0596564a,0939,6/19/2024,0-464545,חשבון גז, ₪95.31,6/19/2024,1-4/24,Purchases_Files_/13f658fc.Cheshbonit Vendor.124144.31.pdf,,,,,2024-06,
04f891b9,holdings.office1@gmail.com,0596564a,1834,6/19/2024,0-707638,חשבון גז, ₪153.30,6/19/2024,1-4/24,Purchases_Files_/04f891b9.Cheshbonit Vendor.124249.3.pdf,,,,,2024-06,U052
3611accf,holdings.office1@gmail.com,0596564a,1722,6/20/2024,0-555755,חשבון גז, ₪40.77,6/20/2024,20.3-19.5,Purchases_Files_/3611accf.Cheshbonit Vendor.124414.77.pdf,,,,,2024-06,U052
5d6dee64,holdings.office1@gmail.com,0596564a,0424,6/20/2024,0-711127,חשבון גז, ₪343.97,6/20/2024,20.3-19.5,Purchases_Files_/5d6dee64.Cheshbonit Vendor.124538.97.pdf,,,,,2024-06,
7dba8f64,yuri@emmaleh.com,18164a49,3004,6/27/2024,,"WM Side Door , Moving (Hovala) , Electric Burners"," ₪1,770.00",,With U98 and U59,Purchases_Files_/7dba8f64.Cheshbonit Vendor.072322.pdf,,,,,2024-06,U102
11bb1e18,holdings.office1@gmail.com,9a38660a,1722,6/24/2024,18713218,ארנונה, ₪97.80,6/24/2024,שולם לבקשת יורי,Purchases_Files_/11bb1e18.Cheshbonit Vendor.070605.80.pdf,,,,,2024-06,U052
a49e0c8d,holdings.office1@gmail.com,9a38660a,1f59ee08d,6/24/2024,18710218,ארנונה," ₪20,693.40",6/24/2024,5-6/24,Purchases_Files_/a49e0c8d.Cheshbonit Vendor.070737.40.pdf,,,,,2024-06,U095
24557736,holdings.office1@gmail.com,9a38660a,3010,6/24/2024,1871218,ארנונה," ₪8,723.20",6/24/2024,"5-6/24. 
יחידה 212 תשלום כולל 7-8/24",Purchases_Files_/24557736.Cheshbonit Vendor.070913.20.pdf,,,,,2024-06,U102
3d64bcb8,holdings.office1@gmail.com,9a38660a,1724,6/24/2024,18712218,ארנונה, ₪884.70,6/24/2024,5-6/24 יחידות 202 203,Purchases_Files_/3d64bcb8.Cheshbonit Vendor.071027.70.pdf,,,,,2024-06,U052
944acc2a,holdings.office1@gmail.com,9a38660a,2702,6/24/2024,14408219,ארנונה, ₪722.30,6/24/2024,5-6/24,Purchases_Files_/944acc2a.Cheshbonit Vendor.071151.30.pdf,,,,,2024-06,U097
c996e16c,holdings.office1@gmail.com,fb4521e2,1816,6/26/2024,0-425413,חשבון חשמל, ₪23.40,6/26/2024,שולם לבקשת יורי,Purchases_Files_/c996e16c.Cheshbonit Vendor.071309.40.pdf,,,,,2024-06,U052
bb700cbb,holdings.office1@gmail.com,fb4521e2,2013,6/26/2024,0-798868,חשבון חשמל, ₪222.80,6/26/2024,שולם לבקשת יורי,Purchases_Files_/bb700cbb.Cheshbonit Vendor.071424.80.pdf,,,,,2024-06,U095
96fbed5d,holdings.office1@gmail.com,0596564a,2060,6/27/2024,94062,חשבון גז, ₪39.31,6/27/2024,4-5/24,Purchases_Files_/96fbed5d.Cheshbonit Vendor.071538.31 4-5.pdf,,,,,2024-06,U097
6f27d626,holdings.office1@gmail.com,0596564a,2047,6/27/2024,94073,חשבון גז, ₪81.99,6/27/2024,4-5/24,Purchases_Files_/6f27d626.Cheshbonit Vendor.071639.99.pdf,,,,,2024-06,U095
